"","year","ADM0_CODE","ADM0_NAME","ADM1_CODE","ADM1_NAME","DISP_AREA","EXP1_YEAR","STATUS","STR1_YEAR","Shape_Area","Shape_Leng","pdsi_avg","pdsi_max","year1","month"
"196","2019",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-7.982134936,-0.067647059,201909,"09"
"197","2021",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-8.887398779,-0.160294118,202109,"09"
"198","2022",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-9.583280547,-0.170588235,202202,"02"
"199","2018",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-3.332693785,-0.170588235,201812,"12"
"200","2022",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-11.77121525,-0.180882353,202211,"11"
"201","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-8.316155284,-0.191176471,202106,"06"
"202","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-5.211128764,-0.273529412,201805,"05"
"203","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-3.445704206,-0.273529412,201806,"06"
"204","2021",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-7.822788049,-0.355882353,202107,"07"
"205","2021",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-6.147994615,-0.366176471,202111,"11"
"206","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.293880187,-0.376470588,201901,"01"
"207","2021",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-8.650116104,-0.376470588,202107,"07"
"208","2018",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-3.364544717,-0.376470588,201808,"08"
"209","2019",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-3.380062454,-0.376470588,201910,"10"
"210","2019",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-2.95558692,-0.376470588,201912,"12"
"211","2021",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-8.201295254,-0.479411765,202104,"04"
"212","2019",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-9.144288672,-0.479411765,201907,"07"
"213","2019",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-8.049441091,-0.479411765,201910,"10"
"214","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-7.517846954,-0.479411765,202104,"04"
"215","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-3.90989519,-0.479411765,201811,"11"
"216","2021",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-8.427012044,-0.489705882,202103,"03"
"217","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-7.605150009,-0.489705882,202103,"03"
"218","2020",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-7.659976257,-0.530882353,202012,"12"
"219","2018",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-4.370939384,-0.582352941,201805,"05"
"220","2019",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-8.921568431,-0.582352941,201909,"09"
"221","2019",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-8.771507939,-0.582352941,201908,"08"
"222","2019",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-6.244826354,-0.582352941,201912,"12"
"223","2021",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-8.873615306,-0.644117647,202110,"10"
"224","2019",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-7.809705331,-0.685294118,201911,"11"
"225","2018",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-6.29701225,-0.685294118,201809,"09"
"226","2021",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-7.051495618,-0.757352941,202101,"01"
"227","2018",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-4.133257881,-0.788235294,201803,"03"
"228","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-5.991470117,-0.788235294,201809,"09"
"229","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-4.003190763,-0.788235294,201901,"01"
"230","2019",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-3.182855293,-0.788235294,201911,"11"
"231","2020",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-3.081112023,-0.829411765,202001,"01"
"232","2022",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-8.157274102,-0.860294118,202202,"02"
"233","2019",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-6.729941893,-0.891176471,201912,"12"
"234","2020",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-6.669296786,-0.891176471,202004,"04"
"235","2019",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-8.682582341,-0.891176471,201910,"10"
"236","2019",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-7.144906252,-0.891176471,201911,"11"
"237","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-4.015142004,-0.891176471,201807,"07"
"238","2022",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-11.43480549,-0.891176471,202212,"12"
"239","2021",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-8.607812003,-0.901470588,202110,"10"
"240","2022",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-9.703903138,-0.911764706,202210,"10"
"241","2021",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-8.456901455,-0.932352941,202106,"06"
"242","2020",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-7.079792932,-0.983823529,202004,"04"
"243","2019",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-7.629353963,-0.994117647,201901,"01"
"244","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.421819937,-1.097058824,201902,"02"
"245","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.220434235,-1.097058824,201906,"06"
"246","2018",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-6.94828905,-1.097058824,201805,"05"
"247","2022",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-10.50509044,-1.107352941,202208,"08"
"248","2021",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-8.785082028,-1.148529412,202109,"09"
"249","2021",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-7.753356619,-1.189705882,202103,"03"
"250","2022",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-10.16480013,-1.189705882,202211,"11"
"251","2019",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-8.972020063,-1.2,201907,"07"
"252","2018",79,"Ethiopia",1233,"Hareri","NO",3000,"Member State",1994,0.030516708,0.763939268,-1.535310222,-1.2,201804,"04"
"253","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-6.232487817,-1.2,201907,"07"
"254","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-4.130526759,-1.2,201812,"12"
"255","2021",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-6.850691381,-1.220588235,202112,"12"
"256","2022",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-9.819588117,-1.282352941,202207,"07"
"257","2020",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-5.839990906,-1.292647059,202005,"05"
"258","2018",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-3.840805094,-1.302941176,201804,"04"
"259","2019",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-8.584027388,-1.302941176,201908,"08"
"260","2022",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-8.120488651,-1.302941176,202203,"03"
"261","2018",79,"Ethiopia",1233,"Hareri","NO",3000,"Member State",1994,0.030516708,0.763939268,-1.770434439,-1.302941176,201803,"03"
"262","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-4.343390198,-1.302941176,201902,"02"
"263","2019",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-7.661626709,-1.302941176,201906,"06"
"264","2020",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-6.720153542,-1.395588235,202001,"01"
"265","2018",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-4.900417935,-1.405882353,201803,"03"
"266","2018",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-1.809862006,-1.405882353,201804,"04"
"267","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-4.193042358,-1.405882353,201808,"08"
"268","2020",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-2.898521863,-1.436764706,202008,"08"
"269","2021",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-9.190034939,-1.477941176,202108,"08"
"270","2018",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-6.029598182,-1.508823529,201801,"01"
"271","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.812586613,-1.508823529,201903,"03"
"272","2018",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-6.238161815,-1.508823529,201810,"10"
"273","2019",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-4.539914733,-1.508823529,201909,"09"
"274","2021",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-9.081170403,-1.529411765,202111,"11"
"275","2020",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-8.949903771,-1.601470588,202001,"01"
"276","2019",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-7.495445214,-1.611764706,201907,"07"
"277","2018",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-2.148834147,-1.611764706,201805,"05"
"278","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-4.381590097,-1.611764706,201810,"10"
"279","2021",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-8.11952827,-1.632352941,202101,"01"
"280","2022",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-10.06818187,-1.652941176,202212,"12"
"281","2019",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-8.923560303,-1.714705882,201910,"10"
"282","2018",79,"Ethiopia",1233,"Hareri","NO",3000,"Member State",1994,0.030516708,0.763939268,-1.975166379,-1.714705882,201805,"05"
"283","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-6.038391343,-1.714705882,201810,"10"
"284","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-4.057903171,-1.714705882,201906,"06"
"285","2019",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-4.485848586,-1.714705882,201901,"01"
"286","2020",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-3.358224881,-1.725,202007,"07"
"287","2022",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-10.27173081,-1.766176471,202203,"03"
"288","2018",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-2.19880276,-1.817647059,201803,"03"
"289","2018",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-2.269312316,-1.817647059,201806,"06"
"290","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-4.472288744,-1.817647059,201809,"09"
"291","2020",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-8.890261644,-1.838235294,202002,"02"
"292","2021",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-7.496166116,-1.838235294,202102,"02"
"293","2020",79,"Ethiopia",1233,"Hareri","NO",3000,"Member State",1994,0.030516708,0.763939268,-2.809839843,-1.869117647,202009,"09"
"294","2020",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-3.96541246,-1.9,202002,"02"
"295","2018",79,"Ethiopia",1233,"Hareri","NO",3000,"Member State",1994,0.030516708,0.763939268,-2.116876928,-1.920588235,201806,"06"
"296","2018",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-5.911017151,-1.920588235,201812,"12"
"297","2019",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-9.183965267,-1.920588235,201908,"08"
"298","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-4.817773796,-1.920588235,201903,"03"
"299","2021",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-8.749034794,-1.992647059,202105,"05"
"300","2018",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.271432818,-2.023529412,201804,"04"
"301","2019",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-9.429632485,-2.023529412,201909,"09"
"302","2022",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-8.718157819,-2.085294118,202203,"03"
"303","2019",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-8.227001276,-2.126470588,201902,"02"
"304","2022",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-7.082751819,-2.126470588,202201,"01"
"305","2019",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-9.57181331,-2.126470588,201909,"09"
"306","2021",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-9.234567665,-2.126470588,202112,"12"
"307","2020",79,"Ethiopia",1233,"Hareri","NO",3000,"Member State",1994,0.030516708,0.763939268,-3.111947587,-2.188235294,202010,"10"
"308","2020",79,"Ethiopia",1233,"Hareri","NO",3000,"Member State",1994,0.030516708,0.763939268,-3.259560608,-2.219117647,202008,"08"
"309","2018",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-4.96586044,-2.229411765,201802,"02"
"310","2019",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-9.282252856,-2.229411765,201911,"11"
"311","2019",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-9.166238339,-2.229411765,201912,"12"
"312","2019",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-5.232411868,-2.229411765,201902,"02"
"313","2019",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-7.760442631,-2.229411765,201907,"07"
"314","2021",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-8.987599975,-2.239705882,202106,"06"
"315","2021",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-7.48328579,-2.25,202104,"04"
"316","2021",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-5.326897014,-2.25,202107,"07"
"317","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-6.034814887,-2.332352941,201811,"11"
"318","2018",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-4.229163254,-2.332352941,201807,"07"
"319","2021",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-7.978556528,-2.363235294,202103,"03"
"320","2018",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.100356254,-2.435294118,201805,"05"
"321","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-6.137998498,-2.435294118,201812,"12"
"322","2020",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-7.46558639,-2.455882353,202002,"02"
"323","2022",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-8.699963536,-2.486764706,202204,"04"
"324","2020",79,"Ethiopia",1233,"Hareri","NO",3000,"Member State",1994,0.030516708,0.763939268,-3.360208074,-2.486764706,202011,"11"
"325","2022",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-10.03531651,-2.507352941,202204,"04"
"326","2021",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-10.06397546,-2.517647059,202110,"10"
"327","2021",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-5.5350074,-2.527941176,202105,"05"
"328","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-6.138154485,-2.538235294,201905,"05"
"329","2018",79,"Ethiopia",1233,"Hareri","NO",3000,"Member State",1994,0.030516708,0.763939268,-2.99390858,-2.538235294,201802,"02"
"330","2019",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-9.389977071,-2.538235294,201909,"09"
"331","2022",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-9.907361178,-2.548529412,202211,"11"
"332","2022",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-9.849243742,-2.579411765,202212,"12"
"333","2021",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-9.136248339,-2.630882353,202111,"11"
"334","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-6.109521884,-2.641176471,201904,"04"
"335","2018",79,"Ethiopia",1230,"Beneshangul Gumu","NO",3000,"Member State",1994,4.132826577,15.90196962,-5.793248784,-2.641176471,201811,"11"
"336","2018",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-7.711845356,-2.641176471,201804,"04"
"337","2020",79,"Ethiopia",1227,"Addis Ababa","NO",3000,"Member State",1994,0.04435639,1.070744784,-5.903894343,-2.651470588,202009,"09"
"338","2020",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-4.874734578,-2.651470588,202004,"04"
"339","2022",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-10.25764094,-2.672058824,202203,"03"
"340","2022",79,"Ethiopia",1230,"Beneshangul Gumu","NO",3000,"Member State",1994,4.132826577,15.90196962,-10.29670468,-2.682352941,202210,"10"
"341","2021",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-8.192115455,-2.682352941,202104,"04"
"342","2020",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-3.440432442,-2.702941176,202009,"09"
"343","2020",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-9.468541669,-2.723529412,202003,"03"
"344","2019",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-6.822565779,-2.744117647,201901,"01"
"345","2018",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-6.32697445,-2.744117647,201811,"11"
"346","2018",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-4.82362632,-2.744117647,201806,"06"
"347","2019",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-8.293974259,-2.744117647,201904,"04"
"348","2022",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-9.100770265,-2.785294118,202201,"01"
"349","2022",79,"Ethiopia",1230,"Beneshangul Gumu","NO",3000,"Member State",1994,4.132826577,15.90196962,-10.07321527,-2.795588235,202212,"12"
"350","2020",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-4.796501507,-2.805882353,202003,"03"
"351","2020",79,"Ethiopia",1227,"Addis Ababa","NO",3000,"Member State",1994,0.04435639,1.070744784,-6.195935705,-2.826470588,202008,"08"
"352","2018",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.109013835,-2.847058824,201802,"02"
"353","2018",79,"Ethiopia",1230,"Beneshangul Gumu","NO",3000,"Member State",1994,4.132826577,15.90196962,-5.857716551,-2.847058824,201810,"10"
"354","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-5.207074281,-2.847058824,201904,"04"
"355","2019",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-6.331075637,-2.847058824,201903,"03"
"356","2020",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-7.054530564,-2.877941176,202006,"06"
"357","2020",79,"Ethiopia",1233,"Hareri","NO",3000,"Member State",1994,0.030516708,0.763939268,-3.681503223,-2.888235294,202012,"12"
"358","2020",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-4.798028266,-2.888235294,202006,"06"
"359","2022",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-9.03696988,-2.929411765,202204,"04"
"360","2018",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.148752958,-2.95,201801,"01"
"361","2018",79,"Ethiopia",1230,"Beneshangul Gumu","NO",3000,"Member State",1994,4.132826577,15.90196962,-6.056591538,-2.95,201809,"09"
"362","2018",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-7.489478943,-2.95,201803,"03"
"363","2019",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-8.031092549,-2.95,201905,"05"
"364","2019",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-7.966342063,-2.95,201908,"08"
"365","2021",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-8.740114022,-2.960294118,202102,"02"
"366","2020",79,"Ethiopia",1227,"Addis Ababa","NO",3000,"Member State",1994,0.04435639,1.070744784,-6.009461002,-3.022058824,202010,"10"
"367","2022",79,"Ethiopia",1230,"Beneshangul Gumu","NO",3000,"Member State",1994,4.132826577,15.90196962,-10.29625719,-3.022058824,202211,"11"
"368","2019",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-6.654230775,-3.052941176,201901,"01"
"369","2018",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-3.566241332,-3.052941176,201802,"02"
"370","2020",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-5.544793388,-3.073529412,202005,"05"
"371","2021",79,"Ethiopia",1227,"Addis Ababa","NO",3000,"Member State",1994,0.04435639,1.070744784,-3.664154557,-3.176470588,202111,"11"
"372","2018",79,"Ethiopia",1230,"Beneshangul Gumu","NO",3000,"Member State",1994,4.132826577,15.90196962,-6.522661153,-3.258823529,201808,"08"
"373","2018",79,"Ethiopia",1230,"Beneshangul Gumu","NO",3000,"Member State",1994,4.132826577,15.90196962,-5.847624516,-3.258823529,201812,"12"
"374","2022",79,"Ethiopia",1227,"Addis Ababa","NO",3000,"Member State",1994,0.04435639,1.070744784,-6.427686304,-3.289705882,202210,"10"
"375","2021",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-10.72394955,-3.320588235,202111,"11"
"376","2019",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-9.110523696,-3.361764706,201903,"03"
"377","2020",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-10.10511165,-3.361764706,202004,"04"
"378","2018",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-6.102321923,-3.361764706,201803,"03"
"379","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-4.971392481,-3.361764706,201905,"05"
"380","2018",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-3.774826751,-3.361764706,201808,"08"
"381","2021",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-6.377381973,-3.361764706,202106,"06"
"382","2022",79,"Ethiopia",1227,"Addis Ababa","NO",3000,"Member State",1994,0.04435639,1.070744784,-6.948455211,-3.392647059,202209,"09"
"383","2021",79,"Ethiopia",1231,"Dire Dawa","NO",3000,"Member State",1998,0.08677634,1.696148857,-6.611292985,-3.433823529,202108,"08"
"384","2022",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-8.260864205,-3.444117647,202202,"02"
"385","2018",79,"Ethiopia",1230,"Beneshangul Gumu","NO",3000,"Member State",1994,4.132826577,15.90196962,-7.295683385,-3.464705882,201806,"06"
"386","2019",79,"Ethiopia",1230,"Beneshangul Gumu","NO",3000,"Member State",1994,4.132826577,15.90196962,-9.964435429,-3.464705882,201912,"12"
