"","year","ADM0_CODE","ADM0_NAME","ADM1_CODE","ADM1_NAME","DISP_AREA","EXP1_YEAR","STATUS","STR1_YEAR","Shape_Area","Shape_Leng","pdsi_avg","pdsi_max","year1","month"
"52","2020",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-2.705358103,3.905882353,202006,"06"
"53","2021",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-4.085962003,3.782352941,202108,"08"
"54","2022",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-7.941172533,3.772058824,202208,"08"
"55","2020",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-3.547565442,3.7,202012,"12"
"56","2020",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-7.001254591,3.658823529,202012,"12"
"57","2020",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-3.343333759,3.627941176,202005,"05"
"58","2020",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-6.692012756,3.586764706,202006,"06"
"59","2021",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-6.657798336,3.545588235,202111,"11"
"60","2020",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-6.661862069,3.401470588,202011,"11"
"61","2020",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-3.97677539,3.339705882,202004,"04"
"62","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.384663197,3.329411765,201910,"10"
"63","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-5.119146423,3.329411765,201910,"10"
"64","2022",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-9.701247293,3.308823529,202208,"08"
"65","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.400294768,3.226470588,201909,"09"
"66","2022",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-10.77792845,3.154411765,202208,"08"
"67","2018",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-6.301906464,3.123529412,201809,"09"
"68","2018",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-4.131803,3.123529412,201810,"10"
"69","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-8.078510333,3.092647059,202107,"07"
"70","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.252579146,3.020588235,201911,"11"
"71","2021",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-7.866595942,3.020588235,202103,"03"
"72","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-3.236992895,3.020588235,201803,"03"
"73","2022",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-7.359036985,2.989705882,202209,"09"
"74","2022",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.887426566,2.938235294,202212,"12"
"75","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.478105954,2.917647059,201912,"12"
"76","2022",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-4.437468213,2.814705882,202211,"11"
"77","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-5.385722658,2.814705882,201912,"12"
"78","2022",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-6.34229938,2.804411765,202211,"11"
"79","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-8.41231349,2.742647059,202109,"09"
"80","2020",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-6.773661907,2.711764706,202004,"04"
"81","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-5.292935792,2.711764706,201911,"11"
"82","2020",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-6.800851873,2.670588235,202005,"05"
"83","2020",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-4.116508991,2.670588235,202005,"05"
"84","2020",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-4.494870595,2.660294118,202009,"09"
"85","2021",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-6.049330378,2.65,202104,"04"
"86","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-8.538652276,2.598529412,202108,"08"
"87","2022",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-9.557329157,2.526470588,202209,"09"
"88","2020",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-4.132717927,2.485294118,202006,"06"
"89","2021",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.919665185,2.475,202105,"05"
"90","2022",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-7.231226488,2.413235294,202207,"07"
"91","2018",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-4.145284278,2.402941176,201811,"11"
"92","2021",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-6.865763473,2.372058824,202112,"12"
"93","2020",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.756339443,2.341176471,202001,"01"
"94","2018",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-6.192316751,2.3,201810,"10"
"95","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.997010391,2.3,201908,"08"
"96","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-5.851407617,2.3,201909,"09"
"97","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-4.083459013,2.3,201801,"01"
"98","2020",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-7.060139845,2.258823529,202002,"02"
"99","2020",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-4.614055186,2.258823529,202002,"02"
"100","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-8.221313433,2.207352941,202110,"10"
"101","2021",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-5.053618974,2.186764706,202101,"01"
"102","2021",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-7.376589765,2.186764706,202101,"01"
"103","2020",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-5.441664302,2.176470588,202001,"01"
"104","2020",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-6.795346919,2.155882353,202012,"12"
"105","2020",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-4.663617466,2.001470588,202003,"03"
"106","2022",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-10.94561886,2.001470588,202209,"09"
"107","2020",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-4.032954323,1.960294118,202007,"07"
"108","2022",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-3.548142672,1.939705882,202212,"12"
"109","2022",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-8.591793571,1.929411765,202207,"07"
"110","2020",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-6.638244756,1.929411765,202001,"01"
"111","2020",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-4.731054554,1.929411765,202001,"01"
"112","2020",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-6.843244846,1.929411765,202007,"07"
"113","2018",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-4.293631197,1.888235294,201806,"06"
"114","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-5.141659303,1.888235294,201803,"03"
"115","2020",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-7.161038377,1.888235294,202003,"03"
"116","2019",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-4.418067675,1.888235294,201911,"11"
"117","2020",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-3.738305629,1.836764706,202008,"08"
"118","2022",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-7.490573526,1.785294118,202210,"10"
"119","2022",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-9.615370597,1.754411765,202209,"09"
"120","2020",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-6.107427079,1.692647059,202010,"10"
"121","2018",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-6.068846384,1.682352941,201811,"11"
"122","2018",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-6.141121362,1.682352941,201806,"06"
"123","2021",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-5.725307587,1.610294118,202109,"09"
"124","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-6.700941024,1.6,202105,"05"
"125","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-3.96030266,1.579411765,201802,"02"
"126","2020",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-6.046935731,1.548529412,202002,"02"
"127","2022",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-9.028806026,1.507352941,202210,"10"
"128","2021",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-6.503123069,1.507352941,202105,"05"
"129","2019",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-6.655672452,1.476470588,201908,"08"
"130","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-2.601239723,1.476470588,201804,"04"
"131","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-8.409138722,1.466176471,202111,"11"
"132","2020",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-5.710215847,1.435294118,202002,"02"
"133","2018",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-4.254821891,1.373529412,201806,"06"
"134","2021",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-8.348510928,1.322058824,202104,"04"
"135","2021",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-5.440917237,1.311764706,202105,"05"
"136","2020",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-6.950794808,1.280882353,202009,"09"
"137","2020",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-6.713763986,1.229411765,202010,"10"
"138","2018",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-4.599389226,1.167647059,201812,"12"
"139","2019",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-6.086071839,1.167647059,201910,"10"
"140","2022",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-6.859084861,1.085294118,202201,"01"
"141","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-8.049448784,1.075,202112,"12"
"142","2022",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-11.4321436,1.044117647,202210,"10"
"143","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-7.032310627,1.002941176,202101,"01"
"144","2021",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-8.395211927,0.982352941,202107,"07"
"145","2019",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-5.87146968,0.961764706,201906,"06"
"146","2018",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-2.652866121,0.961764706,201810,"10"
"147","2021",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-7.379227019,0.930882353,202102,"02"
"148","2021",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-6.864943823,0.930882353,202102,"02"
"149","2020",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-6.57733936,0.920588235,202011,"11"
"150","2021",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-5.860809428,0.910294118,202102,"02"
"151","2021",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-5.964572201,0.889705882,202106,"06"
"152","2021",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-7.232814412,0.889705882,202106,"06"
"153","2022",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-7.056820941,0.869117647,202212,"12"
"154","2018",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-6.243517958,0.858823529,201807,"07"
"155","2021",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-8.8179231,0.827941176,202108,"08"
"156","2021",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-5.217492008,0.766176471,202110,"10"
"157","2019",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-6.062314612,0.755882353,201907,"07"
"158","2022",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-7.739492575,0.683823529,202211,"11"
"159","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-5.346746673,0.652941176,201804,"04"
"160","2021",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-8.083518562,0.611764706,202108,"08"
"161","2020",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-7.566953474,0.601470588,202008,"08"
"162","2020",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-6.370492747,0.591176471,202006,"06"
"163","2022",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-9.770398708,0.580882353,202210,"10"
"164","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-6.224288522,0.55,201801,"01"
"165","2018",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-3.028310416,0.55,201805,"05"
"166","2018",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-6.677922449,0.447058824,201812,"12"
"167","2019",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-7.370153426,0.447058824,201910,"10"
"168","2019",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-6.978502382,0.447058824,201912,"12"
"169","2018",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-5.8987604,0.447058824,201808,"08"
"170","2020",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-8.314955707,0.354411765,202007,"07"
"171","2020",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-7.276203019,0.344117647,202011,"11"
"172","2020",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-6.540688413,0.323529412,202003,"03"
"173","2022",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-9.199194357,0.302941176,202211,"11"
"174","2021",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-8.250851172,0.272058824,202105,"05"
"175","2022",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-7.945830388,0.261764706,202201,"01"
"176","2020",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-6.419735731,0.251470588,202003,"03"
"177","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-5.194670666,0.241176471,201806,"06"
"178","2018",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-2.873878821,0.241176471,201811,"11"
"179","2022",79,"Ethiopia",1232,"Gambela","NO",3000,"Member State",1994,2.516956145,10.97660878,-11.29178048,0.220588235,202208,"08"
"180","2021",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-8.528920994,0.210294118,202109,"09"
"181","2020",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-6.933621329,0.189705882,202012,"12"
"182","2019",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-6.509977662,0.138235294,201911,"11"
"183","2018",79,"Ethiopia",1237,"Tigray","NO",3000,"Member State",1994,4.332836054,16.70116389,-2.941770947,0.138235294,201809,"09"
"184","2020",79,"Ethiopia",1228,"Afar","NO",3000,"Member State",1994,7.901858137,17.19187629,-7.462746576,0.107352941,202006,"06"
"185","2021",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-9.042763747,0.097058824,202106,"06"
"186","2022",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-9.074046339,0.086764706,202201,"01"
"187","2022",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-7.31553155,0.076470588,202202,"02"
"188","2022",79,"Ethiopia",1236,"SNNPR","NO",3000,"Member State",1994,8.874419918,24.36957451,-10.17958498,0.076470588,202209,"09"
"189","2022",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-9.056726666,0.066176471,202212,"12"
"190","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-5.930425719,0.035294118,201802,"02"
"191","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-5.55537354,0.035294118,201807,"07"
"192","2018",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-5.406519862,0.035294118,201808,"08"
"193","2022",79,"Ethiopia",47678,"Oromia","NO",3000,"Member State",1994,26.46278672,56.27474495,-10.52798537,-0.036764706,202207,"07"
"194","2022",79,"Ethiopia",47679,"Somali","NO",3000,"Member State",1998,25.60629081,36.2466571,-11.46563058,-0.036764706,202207,"07"
"195","2020",79,"Ethiopia",1229,"Amhara","NO",3000,"Member State",1994,12.87963465,26.99781233,-5.941573524,-0.057352941,202005,"05"
